donor	method	state	gene	fields	eligible	called	correct	allele_matches	stratum	family
HG00609	all	complete	DPA1	2	1	1	1	2	EAS	HG00607
HG00609	all	complete	DPB1	2	1	1	1	2	EAS	HG00607
HG00609	all	complete	DQA1	2	1	1	1	2	EAS	HG00607
HG00609	all	complete	DQB1	2	1	1	1	2	EAS	HG00607
HG00609	all	complete	DRB1	2	1	1	1	2	EAS	HG00607
HG00609	all	complete	A	4	1	1	1	2	EAS	HG00607
HG00609	all	complete	B	4	1	1	1	2	EAS	HG00607
HG00609	all	complete	C	4	1	1	1	2	EAS	HG00607
HG00609	all	complete	DPA1	4	0	0	0	0	EAS	HG00607
HG00609	all	complete	DPB1	4	0	0	0	0	EAS	HG00607
HG00609	all	complete	DQA1	4	1	1	1	2	EAS	HG00607
HG00609	all	complete	DQB1	4	1	1	1	2	EAS	HG00607
HG00609	all	complete	DRB1	4	0	0	0	0	EAS	HG00607
HG02074	T1K	complete	A	2	1	1	1	2	EAS	HG02074
HG02074	T1K	complete	B	2	1	1	1	2	EAS	HG02074
HG02074	T1K	complete	C	2	1	1	1	2	EAS	HG02074
HG02074	T1K	complete	DPA1	2	1	1	1	2	EAS	HG02074
HG02074	T1K	complete	DPB1	2	1	1	1	2	EAS	HG02074
HG02074	T1K	complete	DQA1	2	1	1	1	2	EAS	HG02074
HG02074	T1K	complete	DQB1	2	1	1	1	2	EAS	HG02074
HG02074	T1K	complete	DRB1	2	1	1	1	2	EAS	HG02074
HG02074	T1K	complete	A	4	0	0	0	0	EAS	HG02074
HG02074	T1K	complete	B	4	0	0	0	0	EAS	HG02074
HG02074	T1K	complete	C	4	1	1	1	2	EAS	HG02074
HG02074	T1K	complete	DPA1	4	0	0	0	0	EAS	HG02074
HG02074	T1K	complete	DPB1	4	1	1	0	1	EAS	HG02074
HG02074	T1K	complete	DQA1	4	1	1	0	1	EAS	HG02074
HG02074	T1K	complete	DQB1	4	1	1	1	2	EAS	HG02074
HG02074	T1K	complete	DRB1	4	0	0	0	0	EAS	HG02074
HG02074	ipd_genome	complete	A	2	1	1	1	2	EAS	HG02074
HG02074	ipd_genome	complete	B	2	1	1	1	2	EAS	HG02074
HG02074	ipd_genome	complete	C	2	1	1	1	2	EAS	HG02074
HG02074	ipd_genome	complete	DPA1	2	1	1	1	2	EAS	HG02074
HG02074	ipd_genome	complete	DPB1	2	1	1	1	2	EAS	HG02074
HG02074	ipd_genome	complete	DQA1	2	1	1	1	2	EAS	HG02074
HG02074	ipd_genome	complete	DQB1	2	1	1	1	2	EAS	HG02074
HG02074	ipd_genome	complete	DRB1	2	1	1	1	2	EAS	HG02074
HG02074	ipd_genome	complete	A	4	0	0	0	0	EAS	HG02074
HG02074	ipd_genome	complete	B	4	0	0	0	0	EAS	HG02074
HG02074	ipd_genome	complete	C	4	1	1	1	2	EAS	HG02074
HG02074	ipd_genome	complete	DPA1	4	0	0	0	0	EAS	HG02074
HG02074	ipd_genome	complete	DPB1	4	1	1	1	2	EAS	HG02074
HG02074	ipd_genome	complete	DQA1	4	1	1	1	2	EAS	HG02074
HG02074	ipd_genome	complete	DQB1	4	1	1	1	2	EAS	HG02074
HG02074	ipd_genome	complete	DRB1	4	0	0	0	0	EAS	HG02074
HG02074	all	complete	A	2	1	1	1	2	EAS	HG02074
HG02074	all	complete	B	2	1	1	1	2	EAS	HG02074
HG02074	all	complete	C	2	1	1	1	2	EAS	HG02074
HG02074	all	complete	DPA1	2	1	1	1	2	EAS	HG02074
HG02074	all	complete	DPB1	2	1	1	1	2	EAS	HG02074
HG02074	all	complete	DQA1	2	1	1	1	2	EAS	HG02074
HG02074	all	complete	DQB1	2	1	1	1	2	EAS	HG02074
HG02074	all	complete	DRB1	2	1	1	1	2	EAS	HG02074
HG02074	all	complete	A	4	0	0	0	0	EAS	HG02074
HG02074	all	complete	B	4	0	0	0	0	EAS	HG02074
HG02074	all	complete	C	4	1	1	1	2	EAS	HG02074
HG02074	all	complete	DPA1	4	0	0	0	0	EAS	HG02074
HG02074	all	complete	DPB1	4	1	1	1	2	EAS	HG02074
HG02074	all	complete	DQA1	4	1	1	1	2	EAS	HG02074
HG02074	all	complete	DQB1	4	1	1	1	2	EAS	HG02074
HG02074	all	complete	DRB1	4	0	0	0	0	EAS	HG02074
HG03017	T1K	complete	A	2	1	1	1	2	SAS	HG03015
HG03017	T1K	complete	B	2	1	1	1	2	SAS	HG03015
HG03017	T1K	complete	C	2	1	1	1	2	SAS	HG03015
HG03017	T1K	complete	DPA1	2	1	1	1	2	SAS	HG03015
HG03017	T1K	complete	DPB1	2	1	1	1	2	SAS	HG03015
HG03017	T1K	complete	DQA1	2	1	1	1	2	SAS	HG03015
HG03017	T1K	complete	DQB1	2	1	1	1	2	SAS	HG03015
HG03017	T1K	complete	DRB1	2	1	1	1	2	SAS	HG03015
HG03017	T1K	complete	A	4	1	1	1	2	SAS	HG03015
HG03017	T1K	complete	B	4	0	0	0	0	SAS	HG03015
HG03017	T1K	complete	C	4	1	1	1	2	SAS	HG03015
HG03017	T1K	complete	DPA1	4	0	0	0	0	SAS	HG03015
HG03017	T1K	complete	DPB1	4	0	0	0	0	SAS	HG03015
HG03017	T1K	complete	DQA1	4	1	1	0	0	SAS	HG03015
HG03017	T1K	complete	DQB1	4	1	1	1	2	SAS	HG03015
HG03017	T1K	complete	DRB1	4	0	0	0	0	SAS	HG03015
HG03017	ipd_genome	complete	A	2	1	1	1	2	SAS	HG03015
HG03017	ipd_genome	complete	B	2	1	1	1	2	SAS	HG03015
HG03017	ipd_genome	complete	C	2	1	1	1	2	SAS	HG03015
HG03017	ipd_genome	complete	DPA1	2	1	1	1	2	SAS	HG03015
HG03017	ipd_genome	complete	DPB1	2	1	1	1	2	SAS	HG03015
HG03017	ipd_genome	complete	DQA1	2	1	1	1	2	SAS	HG03015
HG03017	ipd_genome	complete	DQB1	2	1	1	1	2	SAS	HG03015
HG03017	ipd_genome	complete	DRB1	2	1	1	1	2	SAS	HG03015
HG03017	ipd_genome	complete	A	4	1	1	1	2	SAS	HG03015
HG03017	ipd_genome	complete	B	4	0	0	0	0	SAS	HG03015
HG03017	ipd_genome	complete	C	4	1	1	1	2	SAS	HG03015
HG03017	ipd_genome	complete	DPA1	4	0	0	0	0	SAS	HG03015
HG03017	ipd_genome	complete	DPB1	4	0	0	0	0	SAS	HG03015
HG03017	ipd_genome	complete	DQA1	4	1	1	1	2	SAS	HG03015
HG03017	ipd_genome	complete	DQB1	4	1	1	1	2	SAS	HG03015
HG03017	ipd_genome	complete	DRB1	4	0	0	0	0	SAS	HG03015
HG03017	all	complete	A	2	1	1	1	2	SAS	HG03015
HG03017	all	complete	B	2	1	1	1	2	SAS	HG03015
HG03017	all	complete	C	2	1	1	1	2	SAS	HG03015
HG03017	all	complete	DPA1	2	1	1	1	2	SAS	HG03015
HG03017	all	complete	DPB1	2	1	1	1	2	SAS	HG03015
HG03017	all	complete	DQA1	2	1	1	1	2	SAS	HG03015
HG03017	all	complete	DQB1	2	1	1	1	2	SAS	HG03015
HG03017	all	complete	DRB1	2	1	1	1	2	SAS	HG03015
HG03017	all	complete	A	4	1	1	1	2	SAS	HG03015
HG03017	all	complete	B	4	0	0	0	0	SAS	HG03015
HG03017	all	complete	C	4	1	1	1	2	SAS	HG03015
HG03017	all	complete	DPA1	4	0	0	0	0	SAS	HG03015
HG03017	all	complete	DPB1	4	0	0	0	0	SAS	HG03015
HG03017	all	complete	DQA1	4	1	1	1	2	SAS	HG03015
HG03017	all	complete	DQB1	4	1	1	1	2	SAS	HG03015
HG03017	all	complete	DRB1	4	0	0	0	0	SAS	HG03015
HG03784	T1K	complete	A	2	1	1	1	2	SAS	HG03784
HG03784	T1K	complete	B	2	1	1	1	2	SAS	HG03784
HG03784	T1K	complete	C	2	1	1	1	2	SAS	HG03784
HG03784	T1K	complete	DPA1	2	1	1	1	2	SAS	HG03784
HG03784	T1K	complete	DPB1	2	1	1	1	2	SAS	HG03784
HG03784	T1K	complete	DQA1	2	1	1	0	1	SAS	HG03784
HG03784	T1K	complete	DQB1	2	1	1	1	2	SAS	HG03784
HG03784	T1K	complete	DRB1	2	1	1	1	2	SAS	HG03784
HG03784	T1K	complete	A	4	0	0	0	0	SAS	HG03784
HG03784	T1K	complete	B	4	1	1	0	1	SAS	HG03784
HG03784	T1K	complete	C	4	1	1	0	0	SAS	HG03784
HG03784	T1K	complete	DPA1	4	0	0	0	0	SAS	HG03784
HG03784	T1K	complete	DPB1	4	0	0	0	0	SAS	HG03784
HG03784	T1K	complete	DQA1	4	0	0	0	0	SAS	HG03784
HG03784	T1K	complete	DQB1	4	1	1	0	1	SAS	HG03784
HG03784	T1K	complete	DRB1	4	0	0	0	0	SAS	HG03784
HG03784	ipd_genome	complete	A	2	1	1	1	2	SAS	HG03784
HG03784	ipd_genome	complete	B	2	1	1	1	2	SAS	HG03784
HG03784	ipd_genome	complete	C	2	1	1	1	2	SAS	HG03784
HG03784	ipd_genome	complete	DPA1	2	1	1	1	2	SAS	HG03784
HG03784	ipd_genome	complete	DPB1	2	1	1	1	2	SAS	HG03784
HG03784	ipd_genome	complete	DQA1	2	1	1	1	2	SAS	HG03784
HG03784	ipd_genome	complete	DQB1	2	1	1	1	2	SAS	HG03784
HG03784	ipd_genome	complete	DRB1	2	1	1	1	2	SAS	HG03784
HG03784	ipd_genome	complete	A	4	0	0	0	0	SAS	HG03784
HG03784	ipd_genome	complete	B	4	1	0	0	1	SAS	HG03784
HG03784	ipd_genome	complete	C	4	1	1	1	2	SAS	HG03784
HG03784	ipd_genome	complete	DPA1	4	0	0	0	0	SAS	HG03784
HG03784	ipd_genome	complete	DPB1	4	0	0	0	0	SAS	HG03784
HG03784	ipd_genome	complete	DQA1	4	0	0	0	0	SAS	HG03784
HG03784	ipd_genome	complete	DQB1	4	1	1	1	2	SAS	HG03784
HG03784	ipd_genome	complete	DRB1	4	0	0	0	0	SAS	HG03784
HG03784	all	complete	A	2	1	1	1	2	SAS	HG03784
HG03784	all	complete	B	2	1	1	1	2	SAS	HG03784
HG03784	all	complete	C	2	1	1	1	2	SAS	HG03784
HG03784	all	complete	DPA1	2	1	1	1	2	SAS	HG03784
HG03784	all	complete	DPB1	2	1	1	1	2	SAS	HG03784
HG03784	all	complete	DQA1	2	1	1	1	2	SAS	HG03784
HG03784	all	complete	DQB1	2	1	1	1	2	SAS	HG03784
HG03784	all	complete	DRB1	2	1	1	1	2	SAS	HG03784
HG03784	all	complete	A	4	0	0	0	0	SAS	HG03784
HG03784	all	complete	B	4	1	0	0	1	SAS	HG03784
HG03784	all	complete	C	4	1	1	1	2	SAS	HG03784
HG03784	all	complete	DPA1	4	0	0	0	0	SAS	HG03784
HG03784	all	complete	DPB1	4	0	0	0	0	SAS	HG03784
HG03784	all	complete	DQA1	4	0	0	0	0	SAS	HG03784
HG03784	all	complete	DQB1	4	1	1	1	2	SAS	HG03784
HG03784	all	complete	DRB1	4	0	0	0	0	SAS	HG03784
HG04157	T1K	complete	A	2	1	1	1	2	SAS	HG04155
HG04157	T1K	complete	B	2	1	1	1	2	SAS	HG04155
HG04157	T1K	complete	C	2	1	1	1	2	SAS	HG04155
HG04157	T1K	complete	DPA1	2	1	1	1	2	SAS	HG04155
HG04157	T1K	complete	DPB1	2	1	1	1	2	SAS	HG04155
HG04157	T1K	complete	DQA1	2	1	1	1	2	SAS	HG04155
HG04157	T1K	complete	DQB1	2	1	1	1	2	SAS	HG04155
HG04157	T1K	complete	DRB1	2	1	1	1	2	SAS	HG04155
HG04157	T1K	complete	A	4	1	1	1	2	SAS	HG04155
HG04157	T1K	complete	B	4	0	0	0	0	SAS	HG04155
HG04157	T1K	complete	C	4	1	1	1	2	SAS	HG04155
HG04157	T1K	complete	DPA1	4	0	0	0	0	SAS	HG04155
HG04157	T1K	complete	DPB1	4	1	1	1	2	SAS	HG04155
HG04157	T1K	complete	DQA1	4	1	1	1	2	SAS	HG04155
HG04157	T1K	complete	DQB1	4	1	1	1	2	SAS	HG04155
HG04157	T1K	complete	DRB1	4	0	0	0	0	SAS	HG04155
HG04157	ipd_genome	complete	A	2	1	1	1	2	SAS	HG04155
HG04157	ipd_genome	complete	B	2	1	1	1	2	SAS	HG04155
HG04157	ipd_genome	complete	C	2	1	1	1	2	SAS	HG04155
HG04157	ipd_genome	complete	DPA1	2	1	1	1	2	SAS	HG04155
HG04157	ipd_genome	complete	DPB1	2	1	1	1	2	SAS	HG04155
HG04157	ipd_genome	complete	DQA1	2	1	1	1	2	SAS	HG04155
HG04157	ipd_genome	complete	DQB1	2	1	1	1	2	SAS	HG04155
HG04157	ipd_genome	complete	DRB1	2	1	1	1	2	SAS	HG04155
HG04157	ipd_genome	complete	A	4	1	1	1	2	SAS	HG04155
HG04157	ipd_genome	complete	B	4	0	0	0	0	SAS	HG04155
HG04157	ipd_genome	complete	C	4	1	1	1	2	SAS	HG04155
HG04157	ipd_genome	complete	DPA1	4	0	0	0	0	SAS	HG04155
HG04157	ipd_genome	complete	DPB1	4	1	1	1	2	SAS	HG04155
HG04157	ipd_genome	complete	DQA1	4	1	1	1	2	SAS	HG04155
HG04157	ipd_genome	complete	DQB1	4	1	1	1	2	SAS	HG04155
HG04157	ipd_genome	complete	DRB1	4	0	0	0	0	SAS	HG04155
HG04157	all	complete	A	2	1	1	1	2	SAS	HG04155
HG04157	all	complete	B	2	1	1	1	2	SAS	HG04155
HG04157	all	complete	C	2	1	1	1	2	SAS	HG04155
HG04157	all	complete	DPA1	2	1	1	1	2	SAS	HG04155
HG04157	all	complete	DPB1	2	1	1	1	2	SAS	HG04155
HG04157	all	complete	DQA1	2	1	1	1	2	SAS	HG04155
HG04157	all	complete	DQB1	2	1	1	1	2	SAS	HG04155
HG04157	all	complete	DRB1	2	1	1	1	2	SAS	HG04155
HG04157	all	complete	A	4	1	1	1	2	SAS	HG04155
HG04157	all	complete	B	4	0	0	0	0	SAS	HG04155
HG04157	all	complete	C	4	1	1	1	2	SAS	HG04155
HG04157	all	complete	DPA1	4	0	0	0	0	SAS	HG04155
HG04157	all	complete	DPB1	4	1	1	1	2	SAS	HG04155
HG04157	all	complete	DQA1	4	1	1	1	2	SAS	HG04155
HG04157	all	complete	DQB1	4	1	1	1	2	SAS	HG04155
HG04157	all	complete	DRB1	4	0	0	0	0	SAS	HG04155
HG04204	T1K	complete	A	2	1	1	1	2	SAS	HG03642
HG04204	T1K	complete	B	2	1	1	1	2	SAS	HG03642
HG04204	T1K	complete	C	2	1	1	1	2	SAS	HG03642
HG04204	T1K	complete	DPA1	2	1	1	1	2	SAS	HG03642
HG04204	T1K	complete	DPB1	2	1	1	1	2	SAS	HG03642
HG04204	T1K	complete	DQA1	2	1	1	1	2	SAS	HG03642
HG04204	T1K	complete	DQB1	2	1	1	1	2	SAS	HG03642
HG04204	T1K	complete	DRB1	2	1	1	1	2	SAS	HG03642
HG04204	T1K	complete	A	4	1	1	1	2	SAS	HG03642
HG04204	T1K	complete	B	4	0	0	0	0	SAS	HG03642
HG04204	T1K	complete	C	4	0	0	0	0	SAS	HG03642
HG04204	T1K	complete	DPA1	4	0	0	0	0	SAS	HG03642
HG04204	T1K	complete	DPB1	4	1	1	1	2	SAS	HG03642
HG04204	T1K	complete	DQA1	4	1	1	1	2	SAS	HG03642
HG04204	T1K	complete	DQB1	4	1	1	1	2	SAS	HG03642
HG04204	T1K	complete	DRB1	4	0	0	0	0	SAS	HG03642
HG04204	ipd_genome	complete	A	2	1	1	1	2	SAS	HG03642
HG04204	ipd_genome	complete	B	2	1	1	1	2	SAS	HG03642
HG04204	ipd_genome	complete	C	2	1	1	1	2	SAS	HG03642
HG04204	ipd_genome	complete	DPA1	2	1	1	1	2	SAS	HG03642
HG04204	ipd_genome	complete	DPB1	2	1	1	1	2	SAS	HG03642
HG04204	ipd_genome	complete	DQA1	2	1	1	1	2	SAS	HG03642
HG04204	ipd_genome	complete	DQB1	2	1	1	1	2	SAS	HG03642
HG04204	ipd_genome	complete	DRB1	2	1	1	1	2	SAS	HG03642
HG04204	ipd_genome	complete	A	4	1	1	1	2	SAS	HG03642
HG04204	ipd_genome	complete	B	4	0	0	0	0	SAS	HG03642
HG04204	ipd_genome	complete	C	4	0	0	0	0	SAS	HG03642
HG04204	ipd_genome	complete	DPA1	4	0	0	0	0	SAS	HG03642
HG04204	ipd_genome	complete	DPB1	4	1	1	1	2	SAS	HG03642
HG04204	ipd_genome	complete	DQA1	4	1	1	1	2	SAS	HG03642
HG04204	ipd_genome	complete	DQB1	4	1	1	1	2	SAS	HG03642
HG04204	ipd_genome	complete	DRB1	4	0	0	0	0	SAS	HG03642
HG04204	all	complete	A	2	1	1	1	2	SAS	HG03642
HG04204	all	complete	B	2	1	1	1	2	SAS	HG03642
HG04204	all	complete	C	2	1	1	1	2	SAS	HG03642
HG04204	all	complete	DPA1	2	1	1	1	2	SAS	HG03642
HG04204	all	complete	DPB1	2	1	1	1	2	SAS	HG03642
HG04204	all	complete	DQA1	2	1	1	1	2	SAS	HG03642
HG04204	all	complete	DQB1	2	1	1	1	2	SAS	HG03642
HG04204	all	complete	DRB1	2	1	1	1	2	SAS	HG03642
HG04204	all	complete	A	4	1	1	1	2	SAS	HG03642
HG04204	all	complete	B	4	0	0	0	0	SAS	HG03642
HG04204	all	complete	C	4	0	0	0	0	SAS	HG03642
HG04204	all	complete	DPA1	4	0	0	0	0	SAS	HG03642
HG04204	all	complete	DPB1	4	1	1	1	2	SAS	HG03642
HG04204	all	complete	DQA1	4	1	1	1	2	SAS	HG03642
HG04204	all	complete	DQB1	4	1	1	1	2	SAS	HG03642
HG04204	all	complete	DRB1	4	0	0	0	0	SAS	HG03642
NA18747	T1K	complete	A	2	1	1	1	2	EAS	NA18747
NA18747	T1K	complete	B	2	1	1	1	2	EAS	NA18747
NA18747	T1K	complete	C	2	1	1	1	2	EAS	NA18747
NA18747	T1K	complete	DPA1	2	1	1	1	2	EAS	NA18747
NA18747	T1K	complete	DPB1	2	1	1	1	2	EAS	NA18747
NA18747	T1K	complete	DQA1	2	1	1	1	2	EAS	NA18747
NA18747	T1K	complete	DQB1	2	1	1	1	2	EAS	NA18747
NA18747	T1K	complete	DRB1	2	1	1	1	2	EAS	NA18747
NA18747	T1K	complete	A	4	1	1	1	2	EAS	NA18747
NA18747	T1K	complete	B	4	1	1	1	2	EAS	NA18747
NA18747	T1K	complete	C	4	1	1	0	0	EAS	NA18747
NA18747	T1K	complete	DPA1	4	0	0	0	0	EAS	NA18747
NA18747	T1K	complete	DPB1	4	1	1	0	1	EAS	NA18747
NA18747	T1K	complete	DQA1	4	1	1	0	1	EAS	NA18747
NA18747	T1K	complete	DQB1	4	1	1	0	1	EAS	NA18747
NA18747	T1K	complete	DRB1	4	0	0	0	0	EAS	NA18747
NA18747	ipd_genome	complete	A	2	1	1	1	2	EAS	NA18747
NA18747	ipd_genome	complete	B	2	1	1	1	2	EAS	NA18747
NA18747	ipd_genome	complete	C	2	1	1	1	2	EAS	NA18747
NA18747	ipd_genome	complete	DPA1	2	1	1	1	2	EAS	NA18747
NA18747	ipd_genome	complete	DPB1	2	1	1	1	2	EAS	NA18747
NA18747	ipd_genome	complete	DQA1	2	1	1	1	2	EAS	NA18747
NA18747	ipd_genome	complete	DQB1	2	1	1	1	2	EAS	NA18747
NA18747	ipd_genome	complete	DRB1	2	1	1	1	2	EAS	NA18747
NA18747	ipd_genome	complete	A	4	1	1	1	2	EAS	NA18747
NA18747	ipd_genome	complete	B	4	1	1	1	2	EAS	NA18747
NA18747	ipd_genome	complete	C	4	1	1	1	2	EAS	NA18747
NA18747	ipd_genome	complete	DPA1	4	0	0	0	0	EAS	NA18747
NA18747	ipd_genome	complete	DPB1	4	1	1	1	2	EAS	NA18747
NA18747	ipd_genome	complete	DQA1	4	1	1	1	2	EAS	NA18747
NA18747	ipd_genome	complete	DQB1	4	1	1	1	2	EAS	NA18747
NA18747	ipd_genome	complete	DRB1	4	0	0	0	0	EAS	NA18747
NA18747	all	complete	A	2	1	1	1	2	EAS	NA18747
NA18747	all	complete	B	2	1	1	1	2	EAS	NA18747
NA18747	all	complete	C	2	1	1	1	2	EAS	NA18747
NA18747	all	complete	DPA1	2	1	1	1	2	EAS	NA18747
NA18747	all	complete	DPB1	2	1	1	1	2	EAS	NA18747
NA18747	all	complete	DQA1	2	1	1	1	2	EAS	NA18747
NA18747	all	complete	DQB1	2	1	1	1	2	EAS	NA18747
NA18747	all	complete	DRB1	2	1	1	1	2	EAS	NA18747
NA18747	all	complete	A	4	1	1	1	2	EAS	NA18747
NA18747	all	complete	B	4	1	1	1	2	EAS	NA18747
NA18747	all	complete	C	4	1	1	1	2	EAS	NA18747
NA18747	all	complete	DPA1	4	0	0	0	0	EAS	NA18747
NA18747	all	complete	DPB1	4	1	1	1	2	EAS	NA18747
NA18747	all	complete	DQA1	4	1	1	1	2	EAS	NA18747
NA18747	all	complete	DQB1	4	1	1	1	2	EAS	NA18747
NA18747	all	complete	DRB1	4	0	0	0	0	EAS	NA18747
NA19088	T1K	complete	A	2	1	1	1	2	EAS	NA19088
NA19088	T1K	complete	B	2	1	1	1	2	EAS	NA19088
NA19088	T1K	complete	C	2	1	1	1	2	EAS	NA19088
NA19088	T1K	complete	DPA1	2	1	1	1	2	EAS	NA19088
NA19088	T1K	complete	DPB1	2	1	1	1	2	EAS	NA19088
NA19088	T1K	complete	DQA1	2	1	1	1	2	EAS	NA19088
NA19088	T1K	complete	DQB1	2	1	1	1	2	EAS	NA19088
NA19088	T1K	complete	DRB1	2	1	1	1	2	EAS	NA19088
NA19088	T1K	complete	A	4	1	1	1	2	EAS	NA19088
NA19088	T1K	complete	B	4	0	0	0	0	EAS	NA19088
NA19088	T1K	complete	C	4	1	1	1	2	EAS	NA19088
NA19088	T1K	complete	DPA1	4	1	1	0	1	EAS	NA19088
NA19088	T1K	complete	DPB1	4	0	0	0	0	EAS	NA19088
NA19088	T1K	complete	DQA1	4	1	1	1	2	EAS	NA19088
NA19088	T1K	complete	DQB1	4	1	1	0	1	EAS	NA19088
NA19088	T1K	complete	DRB1	4	0	0	0	0	EAS	NA19088
NA19088	ipd_genome	complete	A	2	1	1	1	2	EAS	NA19088
NA19088	ipd_genome	complete	B	2	1	1	1	2	EAS	NA19088
NA19088	ipd_genome	complete	C	2	1	1	1	2	EAS	NA19088
NA19088	ipd_genome	complete	DPA1	2	1	1	1	2	EAS	NA19088
NA19088	ipd_genome	complete	DPB1	2	1	1	1	2	EAS	NA19088
NA19088	ipd_genome	complete	DQA1	2	1	1	1	2	EAS	NA19088
NA19088	ipd_genome	complete	DQB1	2	1	1	1	2	EAS	NA19088
NA19088	ipd_genome	complete	DRB1	2	1	1	1	2	EAS	NA19088
NA19088	ipd_genome	complete	A	4	1	1	1	2	EAS	NA19088
NA19088	ipd_genome	complete	B	4	0	0	0	0	EAS	NA19088
NA19088	ipd_genome	complete	C	4	1	1	1	2	EAS	NA19088
NA19088	ipd_genome	complete	DPA1	4	1	1	1	2	EAS	NA19088
NA19088	ipd_genome	complete	DPB1	4	0	0	0	0	EAS	NA19088
NA19088	ipd_genome	complete	DQA1	4	1	1	1	2	EAS	NA19088
NA19088	ipd_genome	complete	DQB1	4	1	1	1	2	EAS	NA19088
NA19088	ipd_genome	complete	DRB1	4	0	0	0	0	EAS	NA19088
NA19088	all	complete	A	2	1	1	1	2	EAS	NA19088
NA19088	all	complete	B	2	1	1	1	2	EAS	NA19088
NA19088	all	complete	C	2	1	1	1	2	EAS	NA19088
NA19088	all	complete	DPA1	2	1	1	1	2	EAS	NA19088
NA19088	all	complete	DPB1	2	1	1	1	2	EAS	NA19088
NA19088	all	complete	DQA1	2	1	1	1	2	EAS	NA19088
NA19088	all	complete	DQB1	2	1	1	1	2	EAS	NA19088
NA19088	all	complete	DRB1	2	1	1	1	2	EAS	NA19088
NA19088	all	complete	A	4	1	1	1	2	EAS	NA19088
NA19088	all	complete	B	4	0	0	0	0	EAS	NA19088
NA19088	all	complete	C	4	1	1	1	2	EAS	NA19088
NA19088	all	complete	DPA1	4	1	1	1	2	EAS	NA19088
NA19088	all	complete	DPB1	4	0	0	0	0	EAS	NA19088
NA19088	all	complete	DQA1	4	1	1	1	2	EAS	NA19088
NA19088	all	complete	DQB1	4	1	1	1	2	EAS	NA19088
NA19088	all	complete	DRB1	4	0	0	0	0	EAS	NA19088
HG01530	T1K	complete	A	2	1	1	1	2	EUR	IBS011
HG01530	T1K	complete	B	2	1	1	1	2	EUR	IBS011
HG01530	T1K	complete	C	2	1	1	1	2	EUR	IBS011
HG01530	T1K	complete	DPA1	2	1	1	1	2	EUR	IBS011
HG01530	T1K	complete	DPB1	2	1	1	1	2	EUR	IBS011
HG01530	T1K	complete	DQA1	2	1	1	1	2	EUR	IBS011
HG01530	T1K	complete	DQB1	2	1	1	1	2	EUR	IBS011
HG01530	T1K	complete	DRB1	2	1	1	1	2	EUR	IBS011
HG01530	T1K	complete	A	4	1	1	1	2	EUR	IBS011
HG01530	T1K	complete	B	4	0	0	0	0	EUR	IBS011
HG01530	T1K	complete	C	4	1	1	1	2	EUR	IBS011
HG01530	T1K	complete	DPA1	4	1	1	1	2	EUR	IBS011
HG01530	T1K	complete	DPB1	4	1	1	0	0	EUR	IBS011
HG01530	T1K	complete	DQA1	4	1	1	1	2	EUR	IBS011
HG01530	T1K	complete	DQB1	4	1	1	0	1	EUR	IBS011
HG01530	T1K	complete	DRB1	4	1	1	1	2	EUR	IBS011
HG01530	ipd_genome	complete	A	2	1	1	1	2	EUR	IBS011
HG01530	ipd_genome	complete	B	2	1	1	1	2	EUR	IBS011
HG01530	ipd_genome	complete	C	2	1	1	1	2	EUR	IBS011
HG01530	ipd_genome	complete	DPA1	2	1	1	1	2	EUR	IBS011
HG01530	ipd_genome	complete	DPB1	2	1	1	1	2	EUR	IBS011
HG01530	ipd_genome	complete	DQA1	2	1	1	1	2	EUR	IBS011
HG01530	ipd_genome	complete	DQB1	2	1	1	1	2	EUR	IBS011
HG01530	ipd_genome	complete	DRB1	2	1	1	1	2	EUR	IBS011
HG01530	ipd_genome	complete	A	4	1	1	1	2	EUR	IBS011
HG01530	ipd_genome	complete	B	4	0	0	0	0	EUR	IBS011
HG01530	ipd_genome	complete	C	4	1	1	1	2	EUR	IBS011
HG01530	ipd_genome	complete	DPA1	4	1	1	1	2	EUR	IBS011
HG01530	ipd_genome	complete	DPB1	4	1	1	1	2	EUR	IBS011
HG01530	ipd_genome	complete	DQA1	4	1	1	0	1	EUR	IBS011
HG01530	ipd_genome	complete	DQB1	4	1	1	1	2	EUR	IBS011
HG01530	ipd_genome	complete	DRB1	4	1	1	1	2	EUR	IBS011
HG01530	all	complete	A	2	1	1	1	2	EUR	IBS011
HG01530	all	complete	B	2	1	1	1	2	EUR	IBS011
HG01530	all	complete	C	2	1	1	1	2	EUR	IBS011
HG01530	all	complete	DPA1	2	1	1	1	2	EUR	IBS011
HG01530	all	complete	DPB1	2	1	1	1	2	EUR	IBS011
HG01530	all	complete	DQA1	2	1	1	1	2	EUR	IBS011
HG01530	all	complete	DQB1	2	1	1	1	2	EUR	IBS011
HG01530	all	complete	DRB1	2	1	1	1	2	EUR	IBS011
HG01530	all	complete	A	4	1	1	1	2	EUR	IBS011
HG01530	all	complete	B	4	0	0	0	0	EUR	IBS011
HG01530	all	complete	C	4	1	1	1	2	EUR	IBS011
HG01530	all	complete	DPA1	4	1	1	1	2	EUR	IBS011
HG01530	all	complete	DPB1	4	1	1	1	2	EUR	IBS011
HG01530	all	complete	DQA1	4	1	1	0	1	EUR	IBS011
HG01530	all	complete	DQB1	4	1	1	1	2	EUR	IBS011
HG01530	all	complete	DRB1	4	1	1	1	2	EUR	IBS011
